description,location,price_naira,bedrooms,bathrooms,city,house_type,building_age
Self Serviced 4 Bedroom Terrace House,Off Ahmadu Bello Way Victoria Island Lagos,20000000.0,4.0,4.0,Victoria Island,,Old
4 Bedroom Apartment With Bq,Banana Island Estate Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
4 Bedroom Flat,Banana Island Banana Island Ikoyi Lagos,40000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
Luxury 4 Bedroom Apartment + Bq,Banana Island Banana Island Ikoyi Lagos,44999000.0,4.0,4.0,Ikoyi,flat & apartment,Old
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
4 Bedroom Semi Detached House,Banana Island Estate Banana Island Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,,Old
4 Bedroom Terraced House With Bq,"Parkview Estate, Parkview Estate Ikoyi Lagos",20000000.0,4.0,4.0,Ikoyi,,Old
4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terraced Duplex,Orchid Road Chevron Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex With Bq,Chevron Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex With Bq,Ikate Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex With Bq,Ikota Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,Old
Beautiful 4 Bedroom Terrace Duplex With Bq,Old Ikoyi Ikoyi Lagos,50000000.0,4.0,4.0,Ikoyi,duplex,Old
4 Bedroom Maisonette,Ikate Lekki Lagos,18000000.0,4.0,4.0,Lekki,maisonette,Old
2 Bedroom Apartment,Ikate Lekki Lagos,13000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex With Bq,Osapa London Lekki Lagos,17000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Osborne Foreshore Estate Ikoyi Lagos,50000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
4 Bedroom Terrace Duplex,"Chevron Toll Gate, Orchid Road Chevron Lekki Lagos",7000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,Lekki Phase 1 Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,30000000.0,4.0,4.0,Lekki,maisonette,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex,"Chevron Toll Gate, Orchid Road Chevron Lekki Lagos",10000000.0,4.0,4.0,Lekki,duplex,Old
Newly Built 4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,New
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Maisonette With Bq,Old Ikoyi Ikoyi Lagos,50000000.0,4.0,4.0,Ikoyi,maisonette,Old
4 Bedroom Semi Detached Duplex With Bq,Ikate Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Maisonette With Bq,Old Ikoyi Ikoyi Lagos,35000000.0,3.0,3.0,Ikoyi,maisonette,Old
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,25000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Ikate Lekki Lagos,15000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,"Chevron Toll Gate, Orchid Road Chevron Lekki Lagos",7000000.0,4.0,4.0,Lekki,duplex,Old
5 Bedroom Detached Duplex,"Chevron Toll Gate, Orchid Road Chevron Lekki Lagos",15000000.0,5.0,5.0,Lekki,duplex,Old
5 Bedroom Detached Duplex With Bq,Chevron Lekki Lagos,15000000.0,5.0,5.0,Lekki,duplex,Old
Newly Built 4 Bedroom Terrace Duplex,"Chevron Toll Gate, Orchid Road Chevron Lekki Lagos",11000000.0,4.0,4.0,Lekki,duplex,New
Furnished 4 Bedroom Semi Detached Duplex,"Chevron Toll Gate, Orchid Road Lekki Lagos",13000000.0,4.0,4.0,Lekki,duplex,Old
Furnished 4 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,35000000.0,4.0,4.0,Lekki,maisonette,Old
4 Bedroom Terrace Duplex,Ikate Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
Furnished 2 Bedroom Apartment,Ikate Lekki Lagos,15000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
4 Bedroom Detached Duplex With Bq,Ikate Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,25000000.0,3.0,3.0,Lekki,flat & apartment,Old
5 Bedroom Semi Detached Duplex With Bq,"Chevron Toll Gate, Orchid Road Lekki Lagos",10000000.0,5.0,4.0,Lekki,duplex,Old
Clean Mini Flat,Ajao Estate Isolo Lagos,1000000.0,1.0,1.0,Isolo,flat & apartment,Old
Executive 2 Bedroom Flat,Off Allen Avenue Ikeja Lagos,3000000.0,2.0,2.0,Ikeja,flat & apartment,Old
Executive 3 Bedroom Flat,Ajao Estate Isolo Lagos,4000000.0,3.0,3.0,Isolo,flat & apartment,Old
4 Bedroom Detached Duplex,Orchid Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Flat,Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Furnished 4 Bedroom Terrace Duplex,Orchid Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,35000000.0,2.0,2.0,Lekki,maisonette,Old
4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,12000000.0,2.0,2.0,Lekki,maisonette,Old
2 Bedroom Apartment,Oniru Victoria Island Lagos,25000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Maisonette,Ikoyi Lagos,35000000.0,2.0,2.0,Ikoyi,maisonette,Old
Luxury Furnished 5 Bedroom Fully Detached Duplex + Bq,Osapa London Lekki Lagos,30000000.0,5.0,5.0,Lekki,duplex,Old
2 Bedroom Apartment,Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
Waterfront 2 Bedroom Apartment,Banana Island Ikoyi Lagos,45000000.0,2.0,2.0,Ikoyi,flat & apartment,Old
4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Oniru Estate Victoria Island Lagos,15000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Lekki Phase 1 Lekki Lagos,16000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,Old
"Luxury 4 Bedroom Terrace Duplex With Pool, Gym & Bq",Ikate Lekki Lagos,22000000.0,4.0,4.0,Lekki,duplex,Old
Furnished 5 Bedroom Detached Duplex With Pool,"Megamond Estate ,lekki Lagos Chevron Lekki Lagos",30000000.0,5.0,5.0,Lekki,duplex,Old
Well Furnished 2 Bedrooms Apartment,Ikate Elegushi Lekki Lagos Ikate Lekki Lagos,12000000.0,2.0,2.0,Lekki,flat & apartment,Old
Well Built 3 Bedroom Apartment,Spa Road Ikate Lekki Lagos,13000000.0,3.0,3.0,Lekki,flat & apartment,Old
Newly Built 3 Bedroom Apartment,Ajah Lagos,3500000.0,3.0,3.0,Ajah,flat & apartment,New
Modestly Built 2 Bedroom Maisonette With Elevator,Lekki Phase 1 Lekki Lagos,14000000.0,2.0,2.0,Lekki,maisonette,Old
Nicely Built 3 Bedroom Terrace Duplex,Victoria Island Lagos,35000000.0,3.0,3.0,Victoria Island,duplex,Old
4 Bedroom Semi Detached Duplex,Ikoyi Lagos,30000000.0,4.0,4.0,Ikoyi,duplex,Old
Newly Built 4 Bedroom Terrace Duplex,Ikate Lekki Lagos,18000000.0,4.0,4.0,Lekki,duplex,New
4 Bedroom Terrace Duplex,Orchid Lekki Lagos,6500000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terrace Duplex With Bq,Ikoyi Lagos,35000000.0,4.0,4.0,Ikoyi,duplex,Old
Neatly Built 3 Bedroom Apartment,Ikate Lekki Lagos,10000000.0,3.0,3.0,Lekki,flat & apartment,Old
Modern 2 Bedroom Apartment,Ikate Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
"Cozy 4 Bedroom Terrace Duplex With Bq, Pool & Gym",Victoria Island Lagos,35000000.0,4.0,4.0,Victoria Island,duplex,Old
Nicely Built 4 Bedroom Apartment With Bq,Crown Estate Sangotedo Lagos,7000000.0,4.0,4.0,Sangotedo,flat & apartment,Old
Neatly Built 4 Bedroom Terrace Duplex,Oniru Victoria Island Lagos,35000000.0,4.0,4.0,Victoria Island,duplex,Old
Neatly Built 3 Bedroom Apartment,Ikate Lekki Lagos,10000000.0,3.0,3.0,Lekki,flat & apartment,Old
Neatly Built 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,10000000.0,3.0,3.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Osapa London Lekki Lagos,1300000.0,2.0,2.0,Lekki,flat & apartment,Old
Neatly Built 4 Bedroom Terrace Duplex With Bq& Pool,Victoria Island Lagos,30000000.0,4.0,4.0,Victoria Island,duplex,Old
3 Bedroom Apartment,Bourdillon Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
4 Bedroom Terrace Duplex,Ajah Lagos,6500000.0,4.0,4.0,Ajah,duplex,Old
4 Bedroom Detached Duplex,Victoria Island Lagos,30000000.0,4.0,4.0,Victoria Island,duplex,Old
2 Bedroom Apartment,Victoria Island Lagos,25000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
Self Serviced 4 Bedroom Terrace Duplex With Bq,Ikoyi Lagos,35000000.0,4.0,4.0,Ikoyi,duplex,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,3.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Ikate Lekki Lagos,14000000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Built 4 Bedroom Terrace Duplex,Ikate Lekki Lagos,14000000.0,4.0,4.0,Lekki,duplex,New
2 Bedroom Fully Serviced Maisonette,Off Freedom Way Lekki Phase 1 Lekki Lagos,14000000.0,2.0,3.0,Lekki,maisonette,Old
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex For Rent Vgc Lekki Lagos,7500000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
Well Built 4 Bedroom Terrace Duplex With Self Compound,Ikota Lekki Lagos,6000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex For Rent Orchid Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Terraced Duplex,Orchid Lekki Lagos,7000000.0,3.0,3.0,Lekki,duplex,Old
Newly Built 4 Bedroom Terrace Duplex With Bq,Ikate Lekki Lagos,22000000.0,4.0,4.0,Lekki,duplex,New
4 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Fully Detached Duplex,Lekki Phase 1 Lekki Lagos,40000000.0,4.0,4.0,Lekki,duplex,Old
2 Units Of 4 Bedroom Semi Detached Duplex With Bq,Chevron Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,16000000.0,3.0,3.0,Lekki,flat & apartment,Old
Serviced 4 Bedroom Terrace Duplex,Ikota Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terraced Duplex,Ikota Lekki Lagos,7000000.0,4.0,4.0,Lekki,duplex,Old
Waterfront 2 Bedroom Apartment,Ikoyi Lagos,25000000.0,2.0,2.0,Ikoyi,flat & apartment,Old
3 Bedroom Apartment With Bq,Victoria Island Lagos,22000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
3 Bedroom Apartment With Bq,Ikoyi Lagos,35000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
1/2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,8500000.0,2.0,1.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Lekki Phase 1 Lekki Lagos,23000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Bourdillon Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Newly Built 4 Bedroom Detached Duplex With Bq,Royal Garden Estate Ajah Lagos,12000000.0,4.0,4.0,Ajah,duplex,New
5 Bedroom Fully Detached Duplex With Bq & Pool,5 Bedroom Detached Duplex For Rent Ajah Lagos,18000000.0,5.0,5.0,Ajah,duplex,Old
2 Bedroom Apartment,Victoria Island Lagos,25000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
4 Bedroom Apartment With Bq With En Suite Rooms,Lekki Phase 1 Lekki Lagos,19000000.0,4.0,4.0,Lekki,flat & apartment,Old
1 Bedroom Apartment,City View 1 Bedroom Apartment For Rent Ikate Lekki Lagos,7000000.0,1.0,1.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex For Rent Chevron Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex With Bq,Lekki Conservation Chevron Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
Serviced 3 Bedroom Apartment With Elevator,3 Bedroom Apartment For Rent Ikate Lekki Lagos,15000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Fully Detached Duplex,Orchid Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex For Rent Ikate Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
Furnished 4 Bedroom Terrace Duplex,Orchid Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
Ocean View 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,14000000.0,3.0,3.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Victoria Island Lagos,25000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
4 Bedroom Terrace Duplex With Bq,Ologolo Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Apartment,Block Of Flats For Rent Ikoyi Lagos,40000000.0,4.0,2.0,Ikoyi,flat & apartment,Old
4 Bedroom Terrace Duplex,Orchid Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,Chevron Lekki Lagos,9000000.0,4.0,4.0,Lekki,duplex,Old
Newly Built 4 Bedroom Terrace Duplex With Bq,Ikate Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,New
Serviced 3 Bedroom Apartment,Ikate Lekki Lagos,8000000.0,3.0,3.0,Lekki,flat & apartment,Old
Serviced 3 Bedroom Apartment With Bq,Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
2 Bedroom Maisonette,2 Bedroom Apartment For Rent Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,maisonette,Old
4 Bedroom Maisonette With Bq,Ikoyi Lagos,50000000.0,4.0,4.0,Ikoyi,maisonette,Old
2 Bedroom Apartment With Bq,Oniru Victoria Island Lagos,12000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
5 Bedroom Fully Detached Duplex With Bq,5 Bedroom Fully Detached Duplex For Rent Osapa London Lekki Lagos,20000000.0,5.0,5.0,Lekki,duplex,Old
5 Bedroom Fully Detached Duplex With Bq,Orchid Lekki Lagos,10000000.0,5.0,5.0,Lekki,duplex,Old
2 Bedroom Maisonette Executive Experience,Ezra Court Lekki Phase 1 Lekki Lagos,160000.0,2.0,2.0,Lekki,maisonette,Old
Serviced 3 Bedroom Apartment,Ikoyi Lagos,16000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
4 Bedroom Terrace Duplex With Bq,Ikate Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Detached Duplex,Chevron Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terraced Duplex,Lekki Phase 1 Lekki Lagos,18000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terrace Duplex With Bq,Ikoyi Lagos,35000000.0,4.0,4.0,Ikoyi,duplex,Old
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,14000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex With Bq,Osapa London Lekki Lagos,9500000.0,4.0,4.0,Lekki,duplex,Old
Units Of 1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,10000000.0,1.0,1.0,Lekki,flat & apartment,Old
Serviced 4 Bedroom Terrace Duplex,Ajah Lagos,6000000.0,4.0,4.0,Ajah,duplex,Old
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,15000000.0,2.0,2.0,Lekki,flat & apartment,Old
Serviced 2 Bedroom Apartment,Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
Furnished 3 Bedroom With Gym And Elevator,Ikoyi Lagos,50000000.0,3.0,3.0,Ikoyi,,Old
Furnished 2 Bedroom Apartment With Pool And Gym,Ikate Lekki Lagos,12000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Ikate Lekki Lagos,12000000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Built 1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,9000000.0,1.0,1.0,Lekki,flat & apartment,New
4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Terrace Duplex,Ologolo Lekki Lagos,9000000.0,3.0,3.0,Lekki,duplex,Old
Serviced 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,20000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Fully Detached Duplex With Bq,Orchid Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,9000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,3 Bedroom Apartment For Rent Ikate Lekki Lagos,12000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex With Bq,Ikate Lekki Lagos,16000000.0,4.0,4.0,Lekki,duplex,Old
Newly Built 4 Bedroom Maisonette,4 Bedroom Maisonette For Rent Ologolo Lekki Lagos,9000000.0,4.0,4.0,Lekki,maisonette,New
3 Bedroom Apartment,Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
"1,2 &3 Bedroom Apartments",Block Of Flats On A Prime Location With Good City View For Rent Ikoyi Lagos,16000000.0,3.0,1.0,Ikoyi,flat & apartment,Old
4 Bedroom Terrace Duplex,Very Spacious 4 Bedroom Terrace Duplex With Children’s Playground For Rent Ikate Lekki Lagos,18000000.0,4.0,4.0,Lekki,duplex,Old
Massive 5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex For Rent Ikate Lekki Lagos,20000000.0,5.0,5.0,Lekki,duplex,Old
Serviced 2 Bedroom Apartment,Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
Serviced 2 Bedroom Apartment,Ikate Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
Serviced 3 Bedroom Apartment With Bq,Ikoyi Lagos,35000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
2 Bedroom Maisonette,2 Bedroom Maisonette For Rent Ikate Lekki Lagos,9000000.0,2.0,2.0,Lekki,maisonette,Old
4 Bedroom Flat,Ikoyi Lagos,30000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
5 Bedroom Fully Detached Duplex With Bq,Ikate Lekki Lagos,25000000.0,5.0,5.0,Lekki,duplex,Old
3 Bedroom Apartment,Ikate Lekki Lagos,11000000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,27000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
2 Bedroom Apartment,Ikate Lekki Lagos,8000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Fully Detached Duplex With Bq,Orchid Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terrace Duplex With Bq,2nd Toll Gate Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
Serviced 2 Bedroom Apartment,Ologolo Lekki Lagos,8000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terraced Duplex,Ikota Lekki Lagos,7000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Terrace Duplex,3 Bedroom Terrace Duplex For Rent Lekki Phase 1 Lekki Lagos,15000000.0,3.0,3.0,Lekki,duplex,Old
3 Bedroom Maisonette With Bq,Lekki Phase 1 Lekki Lagos,13000000.0,3.0,3.0,Lekki,maisonette,Old
Studio Apartment,Grace Court In Royal Prime Estate Lekki Phase 2 Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex With Bq,Orchid Lekki Lagos,11000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Apartment With Inverter,Ikate Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
Furnished 4 Bedroom Semi Detached Duplex With Bq,Osapa London Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Ikate Lekki Lagos,13000000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Oniru Victoria Island Lagos,35000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
3 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,15000000.0,3.0,3.0,Lekki,duplex,Old
4 Bedroom Terraced Duplex With Bq,Ikoyi Lagos,25000000.0,4.0,4.0,Ikoyi,duplex,Old
2 Bedroom Apartment,Ikate Lekki Lagos,11000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Lagos,30000000.0,4.0,4.0,Lekki,duplex,Old
Furnished 4 Bedroom Semi Detached Duplex,Osapa London Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Terraced Duplex,Orchid Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,Old
Massive 5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex In A Very Secured Estate Chevron Lekki Lagos,15000000.0,5.0,5.0,Lekki,duplex,Old
3 Bedroom Apartment,Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Serviced 1 Bedroom Apartment With Gym And Pool,1 Bedroom Apartment For Rent Ikate Lekki Lagos,9000000.0,1.0,1.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,13000000.0,2.0,2.0,Lekki,maisonette,Old
Serviced 2 Bedroom Maisonette With Pool & Gym,Lekki Phase 1 Lekki Lagos,10000000.0,2.0,2.0,Lekki,maisonette,Old
3 Bedroom Apartment,Furnished 3 Bedroom Apartment For Rent Ikate Lekki Lagos,13000000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Ikoyi Lagos,50000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Newly Built 3 Bedroom Maisonette With Bq,Lekki Phase 1 Lekki Lagos,13000000.0,3.0,3.0,Lekki,maisonette,New
3 Bedroom Maisonette With Bq,3 Bedroom Maisonette Old Ikoyi Ikoyi Lagos,35000000.0,3.0,3.0,Ikoyi,maisonette,Old
Serviced 3 Bedroom Apartment With Bq,Victoria Island Lagos,15000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
Furnished 2 Bedroom Apartment,Ikate Lekki Lagos,17000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terraced Duplex,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,Old
Serviced 4 Bedroom Terrace Duplex,Vgc Lekki Lagos,6500000.0,4.0,4.0,Lekki,duplex,Old
Furnished 2 Bedroom Apartment,Ikate Lekki Lagos,11000000.0,2.0,2.0,Lekki,flat & apartment,Old
Serviced 2 Bedroom Penthouse,Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,penthouse,Old
Serviced 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,12000000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Built 2 Bedroom Apartment,Ologolo Lekki Lagos,8000000.0,2.0,2.0,Lekki,flat & apartment,New
4 Bedroom Maisonette,4 Bedroom Maisonette For Rent Lekki Phase 1 Lekki Lagos,30000000.0,4.0,4.0,Lekki,maisonette,Old
2 Bedroom Apartment With Gym And Elevator,Ikoyi Lagos,15000000.0,2.0,2.0,Ikoyi,flat & apartment,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,Ikota Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
Serviced 3 Bedroom Apartment,Ikota Lekki Lagos,6000000.0,3.0,3.0,Lekki,flat & apartment,Old
Serviced 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,25000000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,25000000.0,3.0,3.0,Lekki,flat & apartment,Old
Furnished 2 Bedroom Apartment,Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
